"名称","住所","ID","住所1","住所2","住所3","電話","FAX","利用時間","階数","定休日","駐車場","敷地内の状況および施設入口","誘導施設","案内設備","昇降設備","トイレ","公衆電話","その他の設備","備考","カテゴリー","分類"
"国民宿舎湯浅城","有田郡湯浅町青木75","BA555927","和歌山県","有田郡湯浅町","青木75","0737-63-6688","0737-63-6688","日帰り入浴12:00～20:00<br>レストラン11:00～13:30<br>宿泊チェックイン15:00　チェックアウト10:00","地上５階","年中無休","◎一般駐車場　有り：５０台","◎施設入口への車椅子利用：可<br>自動ドア　有り","◎誘導ブロック　有り","","◎一般用エレベーター　有り","◎障害者（車椅子）用便所　有り：１箇所（１階）<br>◎洋式大便所　有り：２２箇所<br>◎手すり付便所　有り：２箇所","","","","宿泊施設","宿泊施設"
"二川温泉「白馬」","有田郡有田川町二川８２３番地","BA555929","和歌山県","有田郡有田川町","二川８２３番地","0737-23-0800","0737-23-0881","(宿泊客)チェックイン18:00、チェックアウト10:00","地上２階","12/28～1/1","◎一般駐車場　有り：３３台<br>◎障害者用駐車場　有り：２台","◎自動ドア　有り","","◎一般案内　有り","","◎障害者（車椅子）用便所　有り：１箇所（１階玄関ホール）<br>◎洋式大便所　有り<br>◎手すり付便所　有り","","◎車椅子の常備　有り：１台","◎浴室は二川温泉に渡り廊下で連絡しています。","宿泊施設","宿泊施設"
"オートキャンプ場","御坊市野口","BA555513","和歌山県","御坊市","野口","0738-23-5669","0738-23-5848","8:00～20:00","","","◎一般駐車場　有り：５０台","","","","","◎障害者（車椅子）用便所　有り：１箇所<br>◎洋式大便所　有り：２箇所","","","","宿泊施設","宿泊施設"
"かんぽの宿　紀伊田辺","田辺市目良２４番１号","BA555514","和歌山県","田辺市","目良２４番１号","0739-24-2900","0739-24-2901","24時間～","地上５階","年2回（6月、12月）","◎一般駐車場　有り：８０台<br>◎障害者用駐車場　有り：３台","◎施設入口への車椅子利用：可<br>◎自動ドア　有り","","◎一般案内　有り","◎一般用エレベーター　有り<br>◎障害者用エレベーター　有り（低位置操作盤・点字表示・音声案内）","◎障害者（車椅子）用便所　有り：１箇所（１階エレベーター横）<br>◎洋式大便所　有り：１５箇所","","◎車椅子等に配慮した便所、浴室を完備した居室　有り：２室","","宿泊施設","宿泊施設"
"東急ハーヴェストクラブ南紀田辺","田辺市新庄町2901-1","BA555515","和歌山県","田辺市","新庄町2901-1","0739-25-6109","0739-25-6115","","地上１８階、地下１階","年4回休館日、年間計15日前後","◎一般駐車場　有り：３４３台","","","◎一般案内　有り","◎一般用エレベーター　有り","◎障害者（車椅子）用便所　有り：１箇所（地下１階レストラン前）<br>◎洋式大便所　有り：４箇所","","◎車椅子の常備　有り：１台","","宿泊施設","宿泊施設"
"ガーデンホテルハナヨ","田辺市文里2丁目36-40","BA555517","和歌山県","田辺市","文里2丁目36-40","0739-26-0874","0739-26-1001","終日","地上６階","年中無休","◎一般駐車場　有り：３００台","◎施設入口への車椅子利用：可<br>◎自動ドア　有り","","","◎一般用エレベーター　有り","◎洋式大便所　有り：３箇所","","◎車椅子の常備　有り：１台","◎身障者の方々には受付、フロント等で案内する。","宿泊施設","宿泊施設"
"パークサイドホテル","田辺市新屋敷町6-1","BA555518","和歌山県","田辺市","新屋敷町6-1","0739-26-1700","0739-26-1703","15:00～10:00","地上８階","年中無休（レストランのみ月曜日休み）","◎一般駐車場　有り：３５台","","","","◎一般用エレベーター　有り","◎洋式大便所　有り：３３箇所","","","","宿泊施設","宿泊施設"
"紀伊田辺シティプラザホテル","田辺市東山1丁目5-32","BA555519","和歌山県","田辺市","東山1丁目5-32","0739-24-0400","0739-26-0996","","地上７階","年中無休","◎一般駐車場　有り：６００台","◎施設入口への車椅子利用：可<br>◎自動ドア　有り","","","◎一般用エレベーター　有り","◎洋式大便所　有り：２箇所","","","","宿泊施設","宿泊施設"
"スーパービジネスホテル田辺","田辺市下万呂666","BA555520","和歌山県","田辺市","下万呂666","0739-26-0100","0739-26-0105","終日","地上６階","年中無休","◎一般駐車場　有り：６０台","◎施設入口への車椅子利用：可<br>◎自動ドア　有り","◎誘導ブロック　有り","◎一般案内　有り","◎一般用エレベーター　有り","◎障害者（車椅子）用便所　有り：１箇所<br>◎洋式大便所　有り：１箇所","◎公衆ＦＡＸ　有り","◎車椅子等に配慮した便所、浴室を完備した居室　有り：１室","","宿泊施設","宿泊施設"
"日ノ岬国民宿舎","日高郡美浜町三尾2113","BA556033","和歌山県","日高郡美浜町","三尾2113","0738-62-2231","0738-62-2232","チェックイン15:00～<BR>チェックアウト10:00","地上３階","年中無休","◎一般駐車場　有り：１７０台","◎自動ドア　有り","","◎一般案内　有り","","◎洋式大便所　有り：２箇所（１階・３階）","","","","宿泊施設","宿泊施設"
"白崎青少年の家","日高郡由良町大引961-1","BA556034","和歌山県","日高郡由良町","大引961-1","0738-65-2351","0738-65-2352","8:30～17:15","地上２階","月","◎一般駐車場　有り：５０台<br>◎障害者用駐車場　有り：１台","◎施設入口への車椅子利用：可","","◎一般案内　有り<br>◎点字案内　有り","","◎障害者（車椅子）用便所　有り：１箇所（１階）<br>◎洋式大便所　有り：２箇所<br>◎手すり付便所　有り：１箇所","◎車椅子用電話　有り","","","宿泊施設","宿泊施設"
"かわべ天文公園","日高郡日高川町和佐2107-1","BA556035","和歌山県","日高郡日高川町","和佐2107-1","0738-53-1120","0738-53-1130","9:00～21:00","地上２階","月曜（祝日の場合翌日）","◎一般駐車場　有り：１００台<br>◎障害者用駐車場　有り：１５台","◎施設入口への車椅子利用：可<br>◎自動ドア　有り","","◎一般案内　有り","◎一般用エレベーター　有り<br>◎障害者用エレベーター　有り（低位置操作盤・点字表示・音声案内）","◎障害者（車椅子）用便所　有り：５箇所（本館１階・望遠鏡館１階・駐車場）<br>◎洋式大便所　有り：７箇所<br>◎手すり付便所　有り：３箇所","◎車椅子用電話　有り：２箇所","◎授乳室　有り：１室（本館１階　女子障害者用トイレ内）<br>◎車椅子の常備　有り：２台<br>◎車椅子等に配慮した便所、浴室を完備した居室　有り：２室","◎広い敷地で傾斜も多く、障害者単独では利用しにくいが、介護者が一人等で不自由な時はスタッフが協力できる。","宿泊施設","宿泊施設"
"中津荘","日高郡日高川町高津尾1049","BA556036","和歌山県","日高郡日高川町","高津尾1049","0738-54-0082","0738-54-0090","8:00～18:00","地上２階","年中無休","◎一般駐車場　有り：３０台","◎施設入口への車椅子利用：可<br>◎自動ドア　有り","◎誘導ブロック　有り","◎一般案内　有り","","◎障害者（車椅子）用便所　有り：１箇所（玄関ホール横）<br>◎洋式大便所　有り：２箇所","","","◎宿泊室は全て２階","宿泊施設","宿泊施設"
"美山療養温泉館","日高郡日高川町初湯川1587","BA556037","和歌山県","日高郡日高川町","初湯川1587","0738-57-0411","0738-56-0443","10:00～19:00","地上１階","火曜","◎一般駐車場　有り：１０台","","","◎一般案内　有り","","◎障害者（車椅子）用便所　有り：１箇所","","◎車椅子の常備　有り：１台","◎身障者または寝たきり老人用の家族で入浴することが可能な特別な浴室あり。","宿泊施設","宿泊施設"
"愛徳荘","日高郡日高川町初湯川202","BA556038","和歌山県","日高郡日高川町","初湯川202","0738-57-0241","0738-57-0242","8:00～18:00","地上２階","年中無休","◎一般駐車場　有り：３０台<br>◎障害者用駐車場　有り：１台","◎施設入口への車椅子利用：可<br>◎自動ドア　有り","","◎一般案内　有り","","◎障害者（車椅子）用便所　有り：１箇所（廊下の突き当たり）<br>◎洋式大便所　有り：２箇所","","◎車椅子用の浴室　有り","","宿泊施設","宿泊施設"
"下御殿","田辺市龍神村龍神38","BA556040","和歌山県","田辺市","龍神村龍神38","0739-79-0007","0739-79-0619","特になし","地上５階、地下１階","年中無休","◎一般駐車場　有り：２５台","","","◎一般案内　有り","◎一般用エレベーター　有り","◎洋式大便所　有り","◎公衆ＦＡＸ　有り（フロントで受付）","◎車椅子の常備　有り：２台","◎車イスで宿泊の方は、介助の人がフロントに連絡すれば対応する。","宿泊施設","宿泊施設"
"鶴の湯温泉","日高郡みなべ町熊瀬川47","BA556042","和歌山県","日高郡みなべ町","熊瀬川47","0739-75-2616","0739-75-2182","一般11:00～19:00　宿泊","地上２階","年中無休","◎一般駐車場　有り：３５台<br>◎障害者用駐車場　有り：１台","◎施設入口への車椅子利用：可<br>◎自動ドア　有り","","◎一般案内　有り","","◎障害者（車椅子）用便所　有り：２箇所（棟別建物に１ヶ所ずつ。玄関ホール近く）<br>◎洋式大便所　有り：３箇所","","◎車椅子の常備　有り：１台<br>◎車椅子用の浴室　有り（専用浴室、介護有り）<br>◎車椅子等に配慮した便所、浴室を完備した居室　有り：１室","◎宿泊施設の居室内にはないが、付近に車イス用便所浴室がある。","宿泊施設","宿泊施設"
"国民宿舎紀州路みなべ","日高郡みなべ町埴田1540","BA556043","和歌山県","日高郡みなべ町","埴田1540","0739-72-3939","0739-72-5616","一般9:00～17:00　宿泊施設","地上３階、地下１階","年中無休","◎一般駐車場　有り：５０台","◎施設入口への車椅子利用：可<br>◎自動ドア　有り","","◎一般案内　有り","◎一般用エレベーター　有り","◎障害者（車椅子）用便所　有り：１箇所（玄関ホールからの廊下続きで約８ｍ）","","◎授乳室　有り：１室","","宿泊施設","宿泊施設"
